mehulsbhatt/docker-ovs;1.10.2/Dockerfile
c9/templates;ws-html5/Dockerfile
GeertVL/docker;contrib/httpserver/Dockerfile
homeski/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/jeztah-invalid-json-unterminated-string/Dockerfile
lzbj/openwhisk;sdk/docker/Dockerfile
pivanof/vitess;docker/root/Dockerfile
sanimej/docker;contrib/builder/deb/ubuntu-debootstrap-utopic/Dockerfile
sdodson/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
tsuru/redisapi;dockerfiles/redis/Dockerfile
adfernandes/pcp;build/containers/pcp-testsuite/Dockerfile
albertoleal/runc;Dockerfile
pires/kubernetes;examples/explorer/Dockerfile
tagomoris/docker;builder/dockerfile/parser/testfiles/nginx/Dockerfile
samuelkarp/docker;builder/parser/testfiles/brimstone-consuldock/Dockerfile
scalp42/dillinger;Dockerfile
sgotti/kubernetes;examples/k8petstore/redis/Dockerfile
shrids/kubernetes;cluster/images/kubelet/Dockerfile
ursuad/kubernetes;examples/k8petstore/redis-slave/Dockerfile
andrewpollock/grpc;tools/dockerfile/test/sanity/Dockerfile
bparees/kubernetes;docs/design/clustering/Dockerfile
samsong8610/origin;images/base/Dockerfile.rhel7
tobiajo/kubernetes;cluster/images/kube-discovery/Dockerfile
MagIciaNGTAO/docker;storm/storm-nimbus/Dockerfile
Sanji-IO/dev-images;base-dev/Dockerfile
mamercad/kubernetes;cluster/addons/python-image/Dockerfile
rpietruc/omnimapper;docker/mesa/Dockerfile
1dot75cm/copr-deploy;docker/Dockerfile_httpd
DICE-UNC/docker-java;src/test/java/com/github/dockerjava/core/dockerfile/DockerfileTest.java
ivotron/tutum-ubuntu;trusty/Dockerfile
lukaszraczylo/docker;builder/parser/testfiles/znc/Dockerfile
beyondblog/kubernetes;examples/k8petstore/redis/Dockerfile
qqalexqq/Projects_645;nginx-fpm/Dockerfile
Jandersolutions/origin;images/builder/docker/sti-builder/Dockerfile
amalucelli/docker-sshd;Dockerfile
OrangeTux/docker-sphinx;Dockerfile
genma123/meanjs-crud-demo;Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/Sphinx-1.2.3-py2.7.egg/sphinx/builders/epub.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/apache_libcloud-0.15.1-py2.7.egg/libcloud/test/compute/fixtures/gce/zones_us-central1-b_instances_libcloud-lb-demo-www-000.json
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/khmer-1.1-py2.7-linux-x86_64.egg/khmer/tests/test_counting_hash.py
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/Bio/Data/SCOPData.py
upmc-enterprises/kubernetes;test/images/network-tester/Dockerfile
vaibhavmagarwal/alert_manager;dockerfiles/alert_manager_db/Dockerfile
JFrogDev/artifactory-bosh-release;ci/docker/Dockerfile
arbermustafa/docker-lemp-latest-skeleton-app;docker/php/Dockerfile
davkal/scope;experimental/example/app/Dockerfile
de-wiring/ix;023_registries/provision.d/Dockerfile
liubin/swarm;test/integration/mesos/Dockerfile-0.26.0
rjshade/grpc;templates/tools/dockerfile/interoptest/grpc_interop_java/Dockerfile.template
Tenk42/docker;vendor/src/github.com/docker/notary/Dockerfile
ruo91/kontena;agent/Dockerfile
dgquintas/grpc;tools/dockerfile/interoptest/grpc_interop_node/Dockerfile
jacobxk/docker;contrib/builder/deb/ubuntu-debootstrap-vivid/Dockerfile
rsmitty/docker;contrib/host-integration/Dockerfile.min
biddyweb/Haraka;Dockerfile
bpradipt/docker;builder/parser/testfiles/brimstone-docker-consul/Dockerfile
ingydotnet/tail;Dockerfile
liggitt/contrib;logging/fluentd-sidecar-es/Dockerfile
msagheer/docker;contrib/builder/rpm/oraclelinux-7/Dockerfile
zczc0128/docker;Dockerfile.gccgo
gashcrumb/origin;images/recycler/Dockerfile
markus1189/stack;scripts/release/templates/rpm/docker/Dockerfile
nanpa83/ngrinder;docker/standalone/controller/Dockerfile
selaselah/thrift;build/docker/centos/Dockerfile
LaraDock/laradock;phpmyadmin/Dockerfile
pudo/nomenklatura;Dockerfile
sttts/registrator;Dockerfile
weaveworks/guides;nginx-ubuntu-simple/Dockerfile-simple-nginx
GNS3/gns3-registry;docker/iou/Dockerfile
Nick-Harvey/origin;examples/zookeeper/Dockerfile
adamretter/rocksdb;tools/Dockerfile
willmtemple/origin;examples/deployment/Dockerfile
crawford/kubernetes;build/hello-kubernetes/Dockerfile
digibib/koha-docker;kohadev/Dockerfile
pedrox-3w/sequelize;Dockerfile
rohitkadam19/docker;contrib/syntax/kate/Dockerfile.xml
LacledesLAN/LANYWARE;repos/ll/gamesvr-csgo-test/Dockerfile
jc-m/docker-medallia;docs/examples/mongodb/Dockerfile
lgfa29/configuration;docker/build/discovery/Dockerfile
liguangbo/kubernetes;test/images/volumes-tester/nfs/Dockerfile
ravigadde/kubernetes;docs/user-guide/liveness/image/Dockerfile
sabakaio/k8s-updater;Dockerfile
LuminateWireless/grpc;tools/dockerfile/distribtest/csharp_wheezy_x64/Dockerfile
abiosoft/caddy-docker;php/Dockerfile
juju4/ansible-sketchy;test/travis/Dockerfile.alpine-3.4
pandrew/enforcer-base;Dockerfile
shamim8888/kubernetes;contrib/prometheus/Dockerfile
trriplejay/kubernetes;build/build-image/cross/Dockerfile
RichardScothern/docker;contrib/builder/deb/ubuntu-vivid/Dockerfile
coolhacks/docker-hacks;examples/docker-pull-dry-run/docker/builder/parser/testfiles/lk4d4-the-edge-case-generator/Dockerfile
MostafaGazar/tensorflow;tensorflow/tools/docker/Dockerfile
colinmorelli/kubernetes;cluster/mesos/docker/keygen/Dockerfile
crosbymichael/dockersql;Dockerfile
vikramupparpalli/lib0MQ;Dockerfile
Crassirostris/kubernetes;examples/explorer/Dockerfile
kloewer/kloewer.github.io;docs/user-guide/update-demo/images/kitten/Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/Sphinx-1.2.3-py2.7.egg/sphinx/domains/python.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/bx_python-0.7.1-py2.7-linux-x86_64.egg/bx/pwm/pwm_tests.py
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/MetaSV-0.5-py2.7.egg/metasv/resources/template.vcf
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/ipython-2.2.0-py2.7.egg/IPython/parallel/tests/test_magics.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/Sphinx-1.2.3-py2.7.egg/sphinx/locale/pt_BR/LC_MESSAGES/sphinx.po
claudiu-stanciu/kubernetes;cluster/images/kubemark/Dockerfile
eldarion-gondor/kubernetes;test/images/resource-consumer/Dockerfile
rh-asharma/source-to-image;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles-negative/env_no_value/Dockerfile
pierres/archlinux-mediawiki;vendor/ruflin/elastica/env/elasticsearch/Dockerfile
alexanderjfink/nodejs-docker;Dockerfile
resin-io-library/base-images;node/apalis-imx6/alpine/default/slim/Dockerfile
hbirchtree/coffeecutie-automation-tools;builders/__wip/mingw64/Dockerfile...
xet7/gogs;Dockerfile
ncdc/origin;test/extended/testdata/gssapi/fedora/base/Dockerfile
jbeda/notary;docs/Dockerfile
marun/origin;images/openvswitch/Dockerfile
ysitd/Logbot;Dockerfile
vislee/docker;contrib/syntax/kate/Dockerfile.xml
CodyGuo/docker;builder/parser/testfiles/brimstone-consuldock/Dockerfile
rhatdan/docker;contrib/builder/deb/amd64/ubuntu-xenial/Dockerfile
uluyol/mudahkv;cmd/vendor/github.com/uluyol/mudahkv/Dockerfile
ArtyomKa/docker;contrib/builder/deb/ubuntu-debootstrap-precise/Dockerfile
iqbalansari/mal;rust/Dockerfile
ironbox360/atom;build/debian/Dockerfile
micro/trace-srv;Dockerfile
xuwang/fleet-ui;Dockerfile
yoshiotu/docker;contrib/host-integration/Dockerfile.min
ctrombley/docker;contrib/builder/deb/debian-stretch/Dockerfile
esemplare/packer;vendor/golang.org/x/net/http2/Dockerfile
farss/kubernetes;examples/cluster-dns/images/backend/Dockerfile
ian-kent/websysd;Dockerfile
koep/dockerfiles;httpie/Dockerfile
rafax/kubernetes;hack/jenkins/test-image/Dockerfile
shiroyuki/docker;vendor/src/github.com/docker/notary/Dockerfile.server
duglin/kubernetes;examples/storage/redis/image/Dockerfile
dwdunn/kubernetes;examples/spark/images/master/Dockerfile
leroy-chen/docker;builder/parser/testfiles/mumble/Dockerfile
techno-tanoC/dock;Dockerfile
vsimon/kubernetes;examples/meteor/dockerbase/Dockerfile
ayr-ton/kubernetes;cluster/addons/dns/kube2sky/Dockerfile
efrecon/docker-tcl;Dockerfile
Kaixhin/dockerfiles;cuda-pylearn2/cuda_v7.0/Dockerfile
xiaochenshen/docker;contrib/builder/rpm/amd64/oraclelinux-6/Dockerfile
cloudbearings/vitess;docker/lite/Dockerfile
jimmidyson/minishift;vendor/k8s.io/kubernetes/test/images/mount-tester-user/Dockerfile
generalov/spec-ibride;nginx/Dockerfile
jayunit100/kubernetes;test/images/resource-consumer/Dockerfile
lifeisleet/lifeisleet;Dockerfile
nounoursheureux/gitea;docker/blocks/docker_gogs_dev/Dockerfile
sskorc/docker-symfony;Dockerfile.remote
trriplejay/kubernetes;examples/guestbook-go/_src/Dockerfile
jimmyjones2/kubernetes;cluster/mesos/docker/socat/Dockerfile
morganwu277/kubernetes;cluster/images/etcd/Dockerfile
stefanschneider/docker;builder/parser/testfiles/nginx/Dockerfile
glenux/contrib-linguist;samples/Shell/filenames/Dockerfile
linearregression/origin;images/node/Dockerfile.centos7
concourse/semver-resource;Dockerfile
ojgarciab/docker-gazebo-5;Dockerfile.in
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/boto-2.19.0-py2.7.egg/boto/sdb/db/blob.py
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/statsmodels-0.5.0-py2.7-linux-x86_64.egg/statsmodels/sandbox/tests/test_pca.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/apache_libcloud-0.15.1-py2.7.egg/libcloud/test/compute/fixtures/vcl/v3_SoftLayer_Location_Datacenter_getDatacenters.xml
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/simplejson/tests/test_decimal.pyc
sgulci/MicroserviceSample;CustomerService/Dockerfile
stevekuznetsov/kubernetes;test/images/volumes-tester/rbd/Dockerfile
amalkasubasinghe/app-cloud;modules/resources/dockerfiles/tomcat/base/8.5.5/Dockerfile.wso2-appcloud-tomcat-8.5.5.base
mattnenterprise/kubernetes;cluster/images/hyperkube/Dockerfile
raosungang/docker-training;first/php-fpm/Dockerfile
p-a-c-o/docker-debian-redis;jessie/Dockerfile
resin-io-library/base-images;buildpack-deps/nuc/alpine/3.4/Dockerfile
audiohacked/docker-containers;tools/Dockerfile.template
clearpathrobotics/ros_buildfarm;ros_buildfarm/templates/doc/doc_create_task.Dockerfile.em
michael-k/dockerfiles-jfrazelle;rdesktop/Dockerfile
pivotal-cf-experimental/garden-linux-release;src/github.com/docker/docker/vendor/src/github.com/docker/libcontainer/Dockerfile
jzila/flynn;logaggregator/Dockerfile
y-zeng/grpc;tools/dockerfile/interoptest/grpc_interop_node/Dockerfile
hacfi/docker;builder/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
onlyjob/etcd;Dockerfile
ouspg/trytls;shootout/fedora24/Dockerfile
sreecha/grpc;templates/tools/dockerfile/interoptest/grpc_interop_ruby/Dockerfile.template
Adracus/plink;Dockerfile
mapuri/docker;builder/parser/testfiles/mail/Dockerfile
whuwxl/docker;docs/security/https/Dockerfile
zoomis/docker;contrib/builder/deb/ubuntu-debootstrap-trusty/Dockerfile
MarginC/docker;docs/examples/apt-cacher-ng.Dockerfile
achanda/docker;builder/dockerfile/parser/testfiles/continueIndent/Dockerfile
dongmx/machine;docs/Dockerfile
hbdrawn/docker;contrib/httpserver/Dockerfile
resouer/hyperd;mac_installer/dist/opt/hyper/examples/Dockerfile
ken-saka/docker;contrib/host-integration/Dockerfile.min
krousey/contrib;exec-healthz/Dockerfile
mcenatie/sc-web;Dockerfile
chrisdunelm/grpc;tools/dockerfile/distribtest/ruby_fedora21_x64/Dockerfile
kcyeu/kubernetes;cluster/images/etcd/Dockerfile
ludovicc/captain;captain/test/noCaptainYML/Dockerfile.error
yuzhu/kubernetes;examples/phabricator/php-phabricator/Dockerfile
YaoZengzeng/hyper;Godeps/_workspace/src/github.com/docker/distribution/contrib/docker-integration/nginx/Dockerfile
danushkaf/contrib;for-demos/test-webserver/Dockerfile
delectable/DIGITS;Dockerfile
dpratt/kubernetes;Godeps/_workspace/src/golang.org/x/net/http2/Dockerfile
mnuessler/compose;docs/Dockerfile
moolitayer/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/influxdb/Dockerfile
nicholaskh/docker;builder/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
pweil-/kubernetes;cluster/mesos/docker/socat/Dockerfile
sidharta-s/docker;docs/examples/postgresql_service.Dockerfile
rajatchopra/origin;images/pod/Dockerfile
endocode/kubernetes;cluster/images/kubemark/Dockerfile
flexiant/kubernetes;examples/cluster-dns/images/frontend/Dockerfile
mytliulei/boundless;docker/dockerfile/WatchFtp/pureftpd_data/Dockerfile
openimap/store-lmdb;Dockerfile
fabric8io/kubernetes;Godeps/_workspace/src/github.com/fsouza/go-dockerclient/testing/data/Dockerfile
metavige/docker-java;src/test/resources/busyboxDockerfile/Dockerfile
miminar/distribution;contrib/docker-integration/tokenserver-oauth/Dockerfile
minecraftly/redirect;Dockerfile
soltanmm-google/grpc;tools/dockerfile/distribtest/python_opensuse_x64/Dockerfile
chai2010/grpc-windows;grpc/grpc-release-0_13_0/tools/dockerfile/distribtest/ruby_jessie_x86/Dockerfile
kakawait/docker-nuodb;2.0/Dockerfile
scalastic/Dockerfiles;java-1.7.0-openjdk/Dockerfile
AlbertoPeon/kubernetes;test/images/volumes-tester/ceph/Dockerfile
ahmadassaf/Rocket.Chat;.docker/latest/Dockerfile
jeffmendoza/kubernetes;examples/liveness/image/Dockerfile
jimmyjones2/kubernetes;test/images/serve_hostname/Dockerfile
nodesource/docker-node;ubuntu/trusty/node/4.6.0/Dockerfile
nodesource/docker-node;ubuntu/precise/node/5.9.1/Dockerfile
nuada/ssl-proxy-docker;Dockerfile
programmer10110/wschat;Dockerfile
Personare/nginx-php-fpm;Dockerfile
sydcanem/docker-mongodb;Dockerfile
Meros-io/source-to-image;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
alanthai/the-clusternator;src/api/0.1/project-fs/skeletons/Dockerfile-static-latest
jgriffiths1993/kubernetes;contrib/for-tests/volumes-tester/nfs/Dockerfile
ostringed/icebreaker-mean;Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/blinker/__init__.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/SQLAlchemy-0.9.7-py2.7-linux-x86_64.egg/sqlalchemy/engine/interfaces.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/python_dateutil-2.2-py2.7.egg/EGG-INFO/PKG-INFO
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/ipython-2.2.0-py2.7.egg/IPython/terminal/__init__.py
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/simplejson/compat.py
OvertimeDog/kubernetes-1.2;build/pause/Dockerfile
jivagoalves/my-ubuntu-laptop;roles/softasap.sa-communication-tools/tests/Dockerfile.ubuntu-16.04
pigri/codeship-tool-examples;2.redis/Dockerfile
resin-io-library/base-images;node/parallella-hdmi-resin/fedora/6.7/Dockerfile
alvaromorales/influxdb-latest;Dockerfile
myriadmobile/docker-s3-cleaner;Dockerfile
Pooja-S-Rao/docker-machine-oneview;vendor/github.com/docker/docker/docs/examples/postgresql_service.Dockerfile
bgruening/galaxy-rna-workbench-extra;Dockerfile
vfulco/docker-compose-nodejs-examples;02-express-redis-nodemon/Dockerfile
endocode/minimal-cdh-docker-test-cluster;Dockerfile
mruse/docker;contrib/builder/rpm/fedora-21/Dockerfile
pgmcd/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/json/Dockerfile
spf13/docker;builder/parser/testfiles/influxdb/Dockerfile
tehzi/docker;nginx/Dockerfile
anoshf/docker;man/Dockerfile
azurezk/docker;docs/examples/running_riak_service.Dockerfile
cpuguy83/swarm;test/integration/testdata/build_with_args/Dockerfile
dgageot/docker;builder/parser/testfiles/json/Dockerfile
hewei10/docker;contrib/syntax/nano/Dockerfile.nanorc
jdnieto/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/ADD-COPY-with-JSON/Dockerfile
dumbunny/vitess;Dockerfile.mysql56
felayman/docker;builder/parser/testfiles/escapes/Dockerfile
pacoja84/origin;Godeps/_workspace/src/github.com/docker/distribution/docs/Dockerfile
Graha/kubernetes;cluster/addons/dns/skydns/Dockerfile
KimTaehee/docker;builder/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
fanly/laradockcn;redis/Dockerfile
moxiegirl/docker;contrib/builder/deb/amd64/debian-wheezy/Dockerfile
beni55/kubernetes;examples/k8petstore/redis-slave/Dockerfile
contiv/kubernetes;build/hello-kubernetes/Dockerfile
dloeng/kubernetes;examples/hazelcast/image/Dockerfile
justenwalker/baha;spec/fixtures/Dockerfile.invalid
laboro/kubernetes;cluster/addons/fluentd-elasticsearch/kibana-image/Dockerfile
sgotti/kubernetes;cluster/addons/dns/kube2sky/Dockerfile
gitfred/kubernetes;vendor/golang.org/x/net/http2/Dockerfile
timcash/kubernetes;test/images/jessie-dnsutils/Dockerfile
tongueroo/docksync;spec/fixtures/project/Dockerfile
gesrat-cisco/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/influxdb/Dockerfile
mkim0818/my-concert;Dockerfile
rajdeepd/kubernetes;examples/https-nginx/Dockerfile
ankushagarwal/docker;builder/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
wakashige/kubernetes;cluster/addons/fluentd-elasticsearch/kibana-image/Dockerfile
Metaswitch/kubernetes;examples/guestbook-go/_src/Dockerfile
markeilander/Elastica;Dockerfile
n-at/docker-kallithea;Dockerfile
dchen1107/kubernetes-1;test/images/entrypoint-tester/Dockerfile
jonbrouse/docker-utils;bash/Dockerfile
nodesource/docker-node;fedora/22/node/5.7.0/Dockerfile
reminisceme/deployment;nginx/Dockerfile
cosmoharrigan/atomspace;Dockerfile-utopic
detiber/source-to-image;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/lk4d4-the-edge-case-generator/Dockerfile
mbessler/docker-gnucash;Dockerfile
ydhydhjanson/kubernetes;Godeps/_workspace/src/github.com/docker/libcontainer/Dockerfile
diasdavid/webrtc-connect;node_modules/wrtc/Dockerfile
peterbe/github-pr-triage;Dockerfile
Sparrow-Labs/mysql-docker;5.5/Dockerfile
chemicalcreatures/webapps;appserver/shell/Dockerfile
darkheaven1983/kubernetes;Godeps/_workspace/src/github.com/docker/libcontainer/Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/Sphinx-1.2.3-py2.7.egg/sphinx/ext/graphviz.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/apache_libcloud-0.15.1-py2.7.egg/libcloud/test/compute/fixtures/ktucloud/queryAsyncJobResult_17165.json
rancher/compose-templates;elasticsearch/containers/0.2.0/elasticsearch-bootstrap/Dockerfile
encodeering/docker-postgres;.patch/9.4/Dockerfile.patch
luckypoem/shadowsocks-libev;docker/Dockerfile
resin-io-library/base-images;node/odroid-ux3/debian/0.12/slim/Dockerfile
resin-io-library/base-images;node/qemux86/debian/default/Dockerfile
shrutikamendhe/source-to-image;test/integration/images/sti-fake/Dockerfile
bigfatbrowncat/avian-pack.avian;docker/arm64/Dockerfile
WASdev/ci.docker.ibm-http-server;ilan/im/Dockerfile
Daerdemandt/cassandra-docker-init;Dockerfile
jaradricc/data-product-architecture;producto/ambiente/docker-images/drill/Dockerfile
marcusmartins/dj-celery-fig-example;Dockerfile
LoveMondays/passenger_apt_automation;docker_images/testbox-ubuntu-15.04/Dockerfile
tomasz-chojna/enroll-market-frontend;Dockerfile
dims/docker;Dockerfile.gccgo
jmtd/docker;builder/parser/testfiles/jeztah-invalid-json-unterminated-bracket/Dockerfile
